PLAYER_ID,RANK,PLAYER,TEAM_ID,TEAM,GP,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PTS,EFF,Year
893,1,Michael Jordan,1610612741,CHI,82,37.0,12.1,22.4,0.539,0.4,1.1,0.312,7.0,8.2,0.851,1.4,4.6,6.0,5.5,2.7,1.0,2.5,31.5,32.7,1990
252,2,Karl Malone,1610612762,UTH,82,40.3,10.3,19.6,0.527,0.0,0.2,0.286,8.3,10.8,0.77,2.9,8.9,11.8,3.3,1.1,1.0,3.0,29.0,31.4,1990
77264,3,Bernard King,1610612764,WAS,64,37.5,11.1,23.6,0.472,0.1,0.6,0.216,6.0,7.6,0.79,1.8,3.2,5.0,4.6,0.9,0.3,4.0,28.4,21.0,1990
787,4,Charles Barkley,1610612755,PHL,67,37.3,9.9,17.4,0.57,0.7,2.3,0.284,7.1,9.8,0.722,3.9,6.3,10.1,4.2,1.6,0.5,3.1,27.6,30.8,1990
121,5,Patrick Ewing,1610612752,NYK,81,38.3,10.4,20.3,0.514,0.0,0.1,0.0,5.7,7.7,0.745,2.4,8.8,11.2,3.0,1.0,3.2,3.6,26.6,29.5,1990
149,6,Michael Adams,1610612743,DEN,66,35.5,8.5,21.5,0.394,2.5,8.5,0.296,7.0,8.0,0.879,0.9,3.0,3.9,10.5,2.2,0.1,3.6,26.5,25.6,1990
1122,7,Dominique Wilkins,1610612737,ATL,81,38.0,9.5,20.2,0.47,1.0,3.1,0.341,5.9,7.1,0.829,3.2,5.8,9.0,3.3,1.5,0.8,2.5,25.9,26.1,1990
904,8,Chris Mullin,1610612744,GOS,82,40.4,9.5,17.7,0.536,0.5,1.6,0.301,6.3,7.1,0.884,1.7,3.7,5.4,4.0,2.1,0.8,3.0,25.7,26.0,1990
764,9,David Robinson,1610612759,SAN,82,37.7,9.2,16.7,0.552,0.0,0.1,0.143,7.2,9.5,0.762,4.1,8.9,13.0,2.5,1.5,3.9,3.3,25.6,33.6,1990
782,10,Mitch Richmond,1610612744,GOS,77,39.3,9.1,18.5,0.494,0.5,1.5,0.348,5.1,6.0,0.847,1.9,4.0,5.9,3.1,1.6,0.4,3.0,23.9,21.7,1990
896,11,Tim Hardaway,1610612744,GOS,82,39.2,9.0,18.9,0.476,1.2,3.1,0.385,3.7,4.6,0.803,1.1,3.0,4.0,9.7,2.6,0.1,3.3,22.9,25.3,1990
397,12,Reggie Miller,1610612754,IND,82,36.2,7.3,14.2,0.512,1.4,3.9,0.348,6.7,7.3,0.918,1.0,2.4,3.4,4.0,1.3,0.2,2.0,22.6,22.1,1990
134,13,Kevin Johnson,1610612756,PHX,77,36.0,7.7,14.9,0.516,0.1,0.6,0.205,6.7,8.0,0.843,0.7,2.8,3.5,10.1,2.1,0.1,3.5,22.2,26.2,1990
765,14,Hersey Hawkins,1610612755,PHL,80,38.9,7.4,15.6,0.472,1.4,3.4,0.4,6.0,6.9,0.871,0.6,3.3,3.9,3.7,2.2,0.5,2.7,22.1,20.6,1990
76338,15,Tony Campbell,1610612750,MIN,77,37.6,8.5,19.5,0.434,0.2,0.8,0.262,4.6,5.8,0.803,2.1,2.4,4.5,2.8,1.6,0.6,2.5,21.8,16.6,1990
921,16,Brad Daugherty,1610612739,CLE,76,38.8,8.0,15.2,0.524,0.0,0.0,0.0,5.7,7.6,0.751,2.3,8.6,10.9,3.3,1.0,0.6,2.8,21.6,25.6,1990
17,17,Clyde Drexler,1610612757,POR,82,34.8,7.9,16.3,0.482,0.7,2.3,0.319,5.1,6.4,0.794,2.6,4.1,6.7,6.0,1.8,0.7,2.8,21.5,24.1,1990
1460,18,James Worthy,1610612747,LAL,78,38.6,9.2,18.7,0.492,0.3,1.2,0.289,2.7,3.4,0.797,1.4,3.2,4.6,3.5,1.3,0.4,1.6,21.4,19.5,1990
894,19,Ricky Pierce,1610612760,SEA,78,27.8,7.2,14.8,0.485,0.6,1.5,0.397,5.5,6.0,0.913,0.9,1.6,2.4,2.2,0.8,0.2,1.9,20.5,16.0,1990
247,20,Joe Dumars,1610612765,DET,80,38.1,7.8,16.2,0.481,0.2,0.6,0.311,4.6,5.2,0.89,0.8,1.6,2.3,5.5,1.1,0.1,2.4,20.4,18.1,1990
156,21,Antoine Carr,1610612758,SAC,77,32.8,8.2,15.9,0.511,0.0,0.0,0.0,3.8,5.1,0.758,2.1,3.3,5.5,2.5,0.6,1.3,2.2,20.1,18.7,1990
293,22,Charles Smith,1610612746,LAC,74,36.5,7.4,15.8,0.469,0.0,0.1,0.0,5.2,6.5,0.793,2.9,5.3,8.2,1.8,1.1,2.0,2.2,20.0,21.1,1990
1472,23,Tom Chambers,1610612756,PHX,76,32.6,7.3,16.7,0.437,0.3,1.0,0.274,5.0,6.0,0.826,1.4,5.1,6.4,2.6,0.9,0.7,2.3,19.9,17.6,1990
76176,24,Rolando Blackman,1610612742,DAL,80,37.1,7.9,16.5,0.482,0.5,1.4,0.351,3.5,4.1,0.865,0.8,2.4,3.2,3.8,0.9,0.2,2.0,19.9,16.9,1990
157,25,Derek Harper,1610612742,DAL,77,37.4,7.4,15.9,0.467,1.2,3.2,0.362,3.7,5.1,0.731,0.8,2.3,3.0,7.1,1.9,0.2,2.3,19.7,19.8,1990
77142,26,Magic Johnson,1610612747,LAL,79,37.1,5.9,12.4,0.477,1.0,3.2,0.32,6.6,7.3,0.906,1.3,5.6,7.0,12.5,1.3,0.2,4.0,19.4,29.3,1990
